can_id,dlc,b0,b1,b2,b3,b4,b5,b6,b7,label,source
431,8,0,0,0,0,0,0,134,255,0,Normal
398,8,0,0,0,105,150,154,6,154,0,Normal
199,4,0,7,2,32,0,0,0,0,0,Normal
201,8,132,13,47,10,0,0,24,0,0,Normal
979,8,128,0,32,0,63,255,81,0,0,Normal
34,8,132,114,210,246,36,49,74,197,1,Fuzzy
451,8,6,155,6,154,255,48,0,1,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
0,8,0,0,0,0,0,0,0,0,1,Flooding
1017,8,0,106,245,114,95,56,117,53,0,Normal
452,8,0,98,192,48,0,0,0,0,0,Normal
398,8,0,0,0,105,166,153,6,153,0,Normal
455,7,0,0,255,253,0,0,63,0,0,Normal
393,7,79,255,15,255,48,0,45,0,0,Normal
201,8,132,13,72,7,0,0,24,0,0,Normal
501,8,15,15,0,1,0,0,8,0,0,Normal
497,8,174,10,0,0,24,0,0,114,0,Normal
298,8,16,240,112,108,0,0,16,144,0,Normal
844,8,242,160,15,255,3,252,0,12,0,Normal
197,8,32,22,212,96,35,172,12,21,0,Normal
485,8,92,0,48,16,0,0,0,216,0,Normal
378,8,5,58,240,25,226,214,254,51,1,Fuzzy
707,8,7,78,6,134,0,0,77,0,0,Normal
197,8,0,22,212,96,3,172,12,21,0,Normal
209,7,0,0,0,0,0,0,0,0,0,Normal
489,8,0,12,0,14,15,254,0,0,0,Normal
977,8,1,61,128,0,0,22,0,0,0,Normal
479,4,128,2,0,0,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
753,5,138,136,138,136,136,0,0,0,0,Normal
398,8,0,0,0,105,166,154,6,154,0,Normal
193,8,113,23,72,16,49,67,82,136,0,Normal
805,8,5,177,234,22,73,153,173,205,1,Fuzzy
398,8,1,71,96,255,107,0,0,0,1,Malfunction
398,8,0,0,0,105,166,154,6,154,0,Normal
501,8,15,15,0,1,0,0,8,0,0,Normal
197,8,16,22,212,96,19,172,12,21,0,Normal
707,8,7,78,6,134,0,0,79,0,0,Normal
300,8,163,125,4,201,97,175,20,15,1,Fuzzy
417,7,0,0,1,65,106,106,0,0,0,Normal
201,8,132,13,69,0,0,0,24,0,0,Normal
193,8,97,23,72,16,33,67,82,136,0,Normal
193,8,113,23,72,16,49,67,82,136,0,Normal
489,8,0,12,0,14,15,255,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
197,8,16,22,212,96,19,172,12,21,0,Normal
193,8,97,23,72,16,33,67,82,136,0,Normal
209,7,64,0,127,255,0,255,0,0,0,Normal
452,8,39,98,192,48,2,0,7,255,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
190,6,8,0,0,3,233,254,0,0,0,Normal
193,8,65,23,72,16,1,67,82,136,0,Normal
479,4,128,2,0,0,0,0,0,0,0,Normal
389,2,27,251,0,0,0,0,0,0,0,Normal
190,6,8,0,0,3,233,254,0,0,0,Normal
197,8,32,22,212,96,35,172,12,21,0,Normal
398,8,0,0,0,105,166,152,6,152,0,Normal
209,7,0,0,0,0,0,0,0,0,0,Normal
401,8,6,155,6,170,6,153,0,0,0,Normal
398,8,0,0,0,105,134,152,6,152,0,Normal
209,7,192,0,255,253,0,253,0,0,0,Normal
398,8,0,0,0,105,198,154,6,154,0,Normal
401,8,6,154,6,171,6,153,0,0,0,Normal
488,8,69,70,255,147,127,194,188,27,1,Fuzzy
398,8,1,71,96,255,107,0,0,0,1,Malfunction
0,8,0,0,0,0,0,0,0,0,1,Flooding
398,8,1,71,96,255,107,0,0,0,1,Malfunction
500,6,0,0,0,0,0,0,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
401,8,6,154,6,170,6,152,0,0,0,Normal
481,7,0,0,0,0,1,0,0,0,0,Normal
193,8,113,23,72,16,49,67,82,136,0,Normal
413,8,3,44,60,212,0,12,145,127,0,Normal
707,8,7,78,6,134,0,0,79,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
398,8,1,71,96,255,107,0,0,0,1,Malfunction
508,8,254,154,0,207,0,0,66,174,0,Normal
298,8,16,240,112,108,0,0,16,176,0,Normal
707,8,7,78,6,134,0,0,79,0,0,Normal
1740,8,27,233,21,206,233,24,213,145,1,Fuzzy
485,8,92,0,48,48,0,0,0,248,0,Normal
209,7,64,0,127,255,0,255,0,0,0,Normal
201,8,132,13,79,13,0,0,24,0,0,Normal
209,7,192,0,255,253,0,253,0,0,0,Normal
1466,8,53,250,214,205,8,74,150,65,1,Fuzzy
485,8,92,0,48,48,0,0,0,248,0,Normal
398,8,0,0,0,105,166,154,6,154,0,Normal
201,8,132,13,77,0,0,0,24,0,0,Normal
727,8,235,142,15,120,23,172,113,137,1,Fuzzy
481,7,0,0,0,0,1,0,0,0,0,Normal
442,8,6,153,105,150,138,105,151,37,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
209,7,0,0,0,0,0,0,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
489,8,0,12,0,14,15,253,0,0,0,Normal
1548,8,242,241,150,219,79,48,82,38,1,Fuzzy
0,8,0,0,0,0,0,0,0,0,1,Flooding
401,8,6,155,6,170,6,155,0,0,0,Normal
197,8,32,22,212,96,35,172,12,21,0,Normal
969,8,7,6,0,0,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
0,8,0,0,0,0,0,0,0,0,1,Flooding
451,8,6,153,6,153,255,0,0,0,0,Normal
499,3,192,252,0,0,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
190,6,12,0,0,3,233,253,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
170,8,43,222,44,85,70,83,168,0,0,Normal
393,7,143,255,15,255,47,255,45,0,0,Normal
398,8,0,0,0,105,166,153,6,153,0,Normal
241,6,40,1,0,64,0,0,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
947,8,132,137,245,131,1,183,172,140,1,Fuzzy
152,8,29,231,99,50,246,240,29,76,1,Fuzzy
249,8,0,0,64,0,0,0,0,0,0,Normal
842,5,0,0,0,0,27,0,0,0,0,Normal
360,8,127,134,66,215,247,139,57,191,1,Fuzzy
193,8,81,23,72,16,17,67,82,136,0,Normal
442,8,6,154,105,166,138,105,167,36,0,Normal
771,8,91,146,0,132,61,185,151,210,1,Fuzzy
1853,8,34,183,101,66,159,129,49,240,1,Fuzzy
197,8,16,22,212,96,19,172,12,21,0,Normal
562,8,0,0,0,8,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
0,8,0,0,0,0,0,0,0,0,1,Flooding
398,8,0,0,0,105,166,153,6,153,0,Normal
197,8,32,22,212,96,35,172,12,21,0,Normal
479,4,128,2,0,0,0,0,0,0,0,Normal
398,8,0,0,0,105,198,156,6,156,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
199,4,0,7,2,32,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
193,8,97,23,72,16,33,67,82,136,0,Normal
442,8,6,153,105,150,138,105,167,36,0,Normal
417,7,0,0,1,65,106,106,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
1221,5,0,0,0,0,0,0,0,0,0,Normal
452,8,109,98,192,48,6,0,3,253,0,Normal
489,8,0,12,0,14,15,255,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
1316,8,80,12,255,157,97,138,65,98,1,Fuzzy
241,6,52,1,0,64,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
401,8,6,156,6,170,6,155,0,0,0,Normal
985,2,2,17,0,0,0,0,0,0,0,Normal
508,8,254,43,0,105,0,0,193,233,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
209,7,128,0,191,254,0,254,0,0,0,Normal
190,6,12,0,0,3,233,253,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
401,8,6,155,6,170,6,153,0,0,0,Normal
407,4,0,0,0,0,0,0,0,0,0,Normal
985,2,2,17,0,0,0,0,0,0,0,Normal
562,8,0,0,0,8,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
431,8,0,0,0,0,0,0,134,255,0,Normal
985,2,2,17,0,0,0,0,0,0,0,Normal
209,7,192,0,255,253,0,253,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
199,4,0,7,2,32,0,0,0,0,0,Normal
422,4,64,0,0,0,0,0,0,0,0,Normal
193,8,113,23,72,16,49,67,82,136,0,Normal
199,4,0,7,2,32,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
241,6,28,1,0,64,0,0,0,0,0,Normal
199,4,0,7,2,32,0,0,0,0,0,Normal
199,4,0,7,2,32,0,0,0,0,0,Normal
452,8,109,98,192,48,6,0,3,253,0,Normal
199,4,0,7,2,32,0,0,0,0,0,Normal
193,8,113,23,72,16,49,67,82,136,0,Normal
442,8,6,154,105,166,138,105,183,36,0,Normal
190,6,8,0,0,3,233,254,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
426,7,0,104,102,136,106,160,0,0,0,Normal
401,8,6,154,6,171,6,153,0,0,0,Normal
201,8,132,13,33,7,0,0,24,0,0,Normal
1099,8,187,163,162,253,57,11,88,62,1,Fuzzy
398,8,1,71,96,255,107,0,0,0,1,Malfunction
130,8,196,10,94,123,87,17,38,150,1,Fuzzy
736,8,3,242,15,167,231,103,195,55,1,Fuzzy
442,8,6,154,105,166,138,105,167,37,0,Normal
489,8,0,12,0,14,15,254,0,0,0,Normal
431,8,0,0,0,0,0,0,134,255,0,Normal
479,4,128,2,0,0,0,0,0,0,0,Normal
499,3,128,188,0,0,0,0,0,0,0,Normal
1105,6,0,0,0,0,0,0,0,0,0,Normal
398,8,0,0,0,105,166,154,6,154,0,Normal
201,8,132,13,62,13,0,0,24,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
249,8,0,0,64,0,0,0,0,0,0,Normal
500,6,0,0,0,0,0,0,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
426,7,0,104,102,136,106,176,0,0,0,Normal
241,6,28,1,0,64,0,0,0,0,0,Normal
407,4,0,0,0,0,0,0,0,0,0,Normal
497,8,174,10,0,0,24,0,0,114,0,Normal
209,7,192,0,255,253,0,253,0,0,0,Normal
451,8,6,154,6,154,255,48,0,1,0,Normal
1105,6,0,0,0,0,0,0,0,0,0,Normal
199,4,0,7,2,32,0,0,0,0,0,Normal
426,7,0,104,102,136,106,160,0,0,0,Normal
413,8,131,44,60,210,0,12,156,126,0,Normal
451,8,6,156,6,155,255,16,0,3,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
761,7,34,1,13,8,0,0,13,0,0,Normal
1375,8,149,96,40,110,51,221,112,174,1,Fuzzy
209,7,128,0,191,254,0,254,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
199,4,0,7,2,32,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
479,4,128,2,0,0,0,0,0,0,0,Normal
193,8,81,23,72,16,17,67,82,136,0,Normal
707,8,7,78,6,134,0,0,77,0,0,Normal
241,6,52,1,0,64,0,0,0,0,0,Normal
451,8,6,156,6,154,255,16,0,3,0,Normal
160,8,161,193,94,236,179,117,29,185,1,Fuzzy
0,8,0,0,0,0,0,0,0,0,1,Flooding
455,7,0,0,191,254,0,0,63,0,0,Normal
389,2,27,253,0,0,0,0,0,0,0,Normal
241,6,0,1,0,64,0,0,0,0,0,Normal
311,8,0,0,0,0,0,0,0,0,0,Normal
479,4,128,2,0,0,0,0,0,0,0,Normal
193,8,97,23,72,16,33,67,82,136,0,Normal
170,8,43,208,44,75,66,83,180,0,0,Normal
1910,8,140,190,193,90,75,1,231,232,1,Fuzzy
413,8,131,44,60,210,0,12,168,126,0,Normal
241,6,0,1,0,64,0,0,0,0,0,Normal
1866,8,148,61,225,208,220,224,85,92,1,Fuzzy
398,8,1,71,96,255,107,0,0,0,1,Malfunction
193,8,81,23,72,16,17,67,82,136,0,Normal
401,8,6,157,6,171,6,158,0,0,0,Normal
197,8,0,22,212,96,3,172,12,21,0,Normal
500,6,0,0,0,0,0,0,0,0,0,Normal
508,8,254,165,0,176,0,0,130,162,0,Normal
562,8,0,0,0,8,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
197,8,48,22,212,96,51,172,12,21,0,Normal
479,4,128,2,0,0,0,0,0,0,0,Normal
170,8,43,223,44,86,68,83,168,0,0,Normal
407,4,0,0,0,0,0,0,0,0,0,Normal
190,6,0,0,0,3,232,0,0,0,0,Normal
197,8,16,22,212,96,19,172,12,21,0,Normal
201,8,132,13,84,10,0,0,24,0,0,Normal
720,8,59,155,252,67,34,243,201,160,1,Fuzzy
0,8,0,0,0,0,0,0,0,0,1,Flooding
170,8,43,209,44,78,70,83,175,0,0,Normal
422,4,64,0,0,0,0,0,0,0,0,Normal
452,8,109,98,192,48,6,0,3,253,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
170,8,43,200,44,74,64,83,182,0,0,Normal
199,4,0,7,2,32,0,0,0,0,0,Normal
170,8,43,206,44,74,68,83,180,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
431,8,0,0,0,0,0,0,134,255,0,Normal
422,4,64,0,0,0,0,0,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
398,8,1,71,96,255,107,0,0,0,1,Malfunction
1217,8,0,204,130,81,82,8,0,0,0,Normal
500,6,0,0,0,0,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
455,7,0,0,127,255,0,0,63,0,0,Normal
528,4,4,0,1,254,0,0,0,0,0,Normal
401,8,6,154,6,171,6,154,0,0,0,Normal
193,8,113,23,72,16,49,67,82,136,0,Normal
1111,8,112,49,204,179,109,108,173,52,1,Fuzzy
419,1,128,0,0,0,0,0,0,0,0,Normal
1431,8,101,241,102,117,36,94,241,47,1,Fuzzy
1772,8,26,55,21,171,168,56,69,219,1,Fuzzy
401,8,6,156,6,170,6,155,0,0,0,Normal
707,8,7,77,6,134,0,0,81,0,0,Normal
209,7,64,0,127,255,0,255,0,0,0,Normal
393,7,15,255,15,255,48,1,45,0,0,Normal
249,8,0,0,64,0,0,0,0,0,0,Normal
451,8,6,156,6,155,255,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
562,8,0,0,0,8,0,0,0,0,0,Normal
414,8,55,144,127,42,249,41,16,69,1,Fuzzy
431,8,0,0,0,0,0,0,134,255,0,Normal
508,8,254,173,0,93,0,0,130,87,0,Normal
209,7,64,0,127,255,0,255,0,0,0,Normal
393,7,207,255,15,255,47,254,45,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
249,8,0,0,64,0,0,0,0,0,0,Normal
979,8,128,0,32,0,127,253,81,0,0,Normal
455,7,0,0,127,255,0,0,63,0,0,Normal
842,5,0,0,0,0,27,0,0,0,0,Normal
499,3,192,252,0,0,0,0,0,0,0,Normal
401,8,6,155,6,170,6,156,0,0,0,Normal
201,8,132,13,60,10,0,0,24,0,0,Normal
303,8,80,177,34,79,67,253,186,128,1,Fuzzy
501,8,15,15,0,1,0,0,8,0,0,Normal
190,6,8,0,0,3,233,254,0,0,0,Normal
1417,8,120,210,114,38,133,102,144,201,0,Normal
197,8,48,22,212,96,51,172,12,21,0,Normal
209,7,64,0,127,255,0,255,0,0,0,Normal
241,6,28,1,0,64,0,0,0,0,0,Normal
985,2,2,17,0,0,0,0,0,0,0,Normal
190,6,8,0,0,3,233,254,0,0,0,Normal
844,8,242,157,15,255,3,253,0,8,0,Normal
1798,8,209,193,40,250,227,77,89,94,1,Fuzzy
969,8,7,6,0,0,0,0,0,0,0,Normal
501,8,15,15,0,1,0,0,8,0,0,Normal
313,8,0,0,0,0,0,0,0,0,0,Normal
1568,8,206,60,22,32,37,50,74,176,1,Fuzzy
896,8,66,2,39,245,248,198,119,170,1,Fuzzy
977,8,1,61,128,0,0,22,0,0,0,Normal
479,4,128,2,0,0,0,0,0,0,0,Normal
241,6,52,1,0,64,0,0,0,0,0,Normal
1001,8,0,0,23,68,0,0,0,51,0,Normal
413,8,67,44,60,211,0,12,173,127,0,Normal
528,4,4,0,1,254,0,0,0,0,0,Normal
393,7,15,255,15,255,48,1,45,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
707,8,7,78,6,134,0,0,76,0,0,Normal
398,8,0,0,0,105,166,154,6,154,0,Normal
193,8,81,23,72,16,17,67,82,136,0,Normal
499,3,192,252,0,0,0,0,0,0,0,Normal
197,8,16,22,212,96,19,172,12,21,0,Normal
1995,8,147,32,216,164,35,21,128,248,1,Fuzzy
479,4,128,2,0,0,0,0,0,0,0,Normal
413,8,67,44,60,211,0,12,158,127,0,Normal
386,8,118,34,1,0,0,0,0,0,0,Normal
413,8,195,44,60,209,0,12,160,127,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
1105,6,0,0,0,0,0,0,0,0,0,Normal
209,7,192,0,255,253,0,253,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
398,8,0,0,0,105,166,153,6,153,0,Normal
1794,8,38,196,113,120,68,56,90,87,1,Fuzzy
419,1,128,0,0,0,0,0,0,0,0,Normal
479,4,128,2,0,0,0,0,0,0,0,Normal
249,8,0,0,64,0,0,0,0,0,0,Normal
190,6,12,0,0,3,233,253,0,0,0,Normal
193,8,65,23,72,16,1,67,82,136,0,Normal
501,8,15,15,0,1,0,0,8,0,0,Normal
393,7,79,255,15,255,48,0,45,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
1221,5,0,0,0,0,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
1088,8,157,115,248,39,227,216,64,248,1,Fuzzy
844,8,242,160,15,254,3,253,0,12,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
241,6,40,1,0,64,0,0,0,0,0,Normal
452,8,74,98,192,48,4,0,5,254,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
413,8,195,44,60,209,0,12,138,127,0,Normal
501,8,15,15,0,1,0,0,8,0,0,Normal
500,6,0,0,0,0,0,0,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
442,8,6,153,105,150,138,105,167,37,0,Normal
426,7,0,104,102,136,106,160,0,0,0,Normal
840,5,0,0,0,0,27,0,0,0,0,Normal
1105,6,0,0,0,0,0,0,0,0,0,Normal
562,8,0,0,0,8,0,0,0,0,0,Normal
201,8,132,13,103,0,0,0,24,0,0,Normal
500,6,0,0,0,0,0,0,0,0,0,Normal
452,8,0,98,192,48,0,0,0,0,0,Normal
417,7,0,0,1,65,106,106,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
0,8,0,0,0,0,0,0,0,0,1,Flooding
501,8,15,15,0,1,0,0,8,0,0,Normal
562,8,0,0,0,8,0,0,0,0,0,Normal
386,8,118,34,1,0,0,0,0,0,0,Normal
501,8,15,15,0,1,0,0,8,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
426,7,0,104,102,136,106,160,0,0,0,Normal
500,6,0,0,0,0,0,0,0,0,0,Normal
485,8,92,0,48,80,0,0,1,24,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
193,8,65,23,72,16,1,67,82,136,0,Normal
419,1,128,0,0,0,0,0,0,0,0,Normal
170,8,43,232,44,92,64,83,164,0,0,Normal
201,8,132,13,55,7,0,0,24,0,0,Normal
524,8,78,105,6,234,255,144,185,218,1,Fuzzy
199,4,0,7,2,32,0,0,0,0,0,Normal
563,5,0,0,0,0,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
481,7,0,0,0,0,1,0,0,0,0,Normal
417,7,0,0,1,65,106,106,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
442,8,6,154,105,166,138,105,167,36,0,Normal
311,8,0,0,0,0,0,0,0,0,0,Normal
543,8,77,110,160,199,89,65,19,91,1,Fuzzy
422,4,64,0,0,0,0,0,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
1179,8,78,169,76,130,174,42,42,98,1,Fuzzy
199,4,0,7,2,32,0,0,0,0,0,Normal
528,4,0,0,0,0,0,0,0,0,0,Normal
190,6,4,0,0,3,233,255,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
1009,8,0,165,95,8,0,255,10,79,0,Normal
209,7,64,0,127,255,0,255,0,0,0,Normal
431,8,0,0,0,0,0,0,134,255,0,Normal
499,3,128,188,0,0,0,0,0,0,0,Normal
479,4,128,2,0,0,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
170,8,43,214,44,79,66,83,176,0,0,Normal
500,6,0,0,0,0,0,0,0,0,0,Normal
431,8,0,0,0,0,0,0,134,255,0,Normal
201,8,132,13,50,7,0,0,24,0,0,Normal
489,8,0,12,0,14,15,255,0,0,0,Normal
422,4,64,0,0,0,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
241,6,52,1,0,64,0,0,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
0,8,0,0,0,0,0,0,0,0,1,Flooding
1105,6,0,0,0,0,0,0,0,0,0,Normal
209,7,0,0,0,0,0,0,0,0,0,Normal
398,8,0,0,0,105,182,155,6,155,0,Normal
985,2,2,17,0,0,0,0,0,0,0,Normal
201,8,132,13,73,0,0,0,24,0,0,Normal
842,5,0,0,0,0,27,0,0,0,0,Normal
249,8,0,0,64,0,0,0,0,0,0,Normal
489,8,0,8,0,14,15,254,0,0,0,Normal
209,7,0,0,0,0,0,0,0,0,0,Normal
481,7,0,0,0,0,0,0,0,0,0,Normal
489,8,0,12,0,14,15,254,0,0,0,Normal
199,4,0,7,2,32,0,0,0,0,0,Normal
209,7,128,0,191,254,0,254,0,0,0,Normal
500,6,0,0,0,0,0,0,0,0,0,Normal
422,4,64,0,0,0,0,0,0,0,0,Normal
413,8,3,44,60,212,0,12,160,126,0,Normal
1105,6,0,0,0,0,0,0,0,0,0,Normal
190,6,4,0,0,3,233,255,0,0,0,Normal
417,7,0,0,1,65,106,106,0,0,0,Normal
1001,8,0,0,23,68,0,0,0,51,0,Normal
197,8,48,22,212,96,51,172,12,21,0,Normal
426,7,0,104,102,136,106,160,0,0,0,Normal
451,8,6,154,6,154,255,16,0,3,0,Normal
459,8,116,102,238,237,127,105,133,71,1,Fuzzy
842,5,0,0,0,0,27,0,0,0,0,Normal
500,6,0,0,0,0,0,0,0,0,0,Normal
485,8,92,0,48,80,0,0,1,24,0,Normal
840,5,0,0,0,0,27,0,0,0,0,Normal
398,8,0,0,0,105,198,155,6,155,0,Normal
501,8,15,15,0,1,0,0,8,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
170,8,43,215,44,79,64,83,177,0,0,Normal
197,8,32,22,212,96,35,172,12,21,0,Normal
398,8,0,0,0,105,198,156,6,156,0,Normal
170,8,43,220,44,83,66,83,172,0,0,Normal
417,7,0,0,1,65,106,106,0,0,0,Normal
1774,8,34,120,27,205,117,126,122,211,1,Fuzzy
1105,6,0,0,0,0,0,0,0,0,0,Normal
2025,8,182,156,189,244,81,235,119,155,1,Fuzzy
451,8,6,154,6,153,255,0,0,0,0,Normal
1554,8,140,35,93,51,152,181,48,80,1,Fuzzy
732,8,116,10,226,35,173,21,192,181,1,Fuzzy
201,8,132,13,56,10,0,0,24,0,0,Normal
426,7,0,104,102,136,106,160,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
398,8,1,71,96,255,107,0,0,0,1,Malfunction
479,4,128,2,0,0,0,0,0,0,0,Normal
451,8,6,154,6,154,255,48,0,1,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
842,5,0,0,0,0,27,0,0,0,0,Normal
199,4,0,7,2,32,0,0,0,0,0,Normal
562,8,0,0,0,8,0,0,0,0,0,Normal
985,2,2,17,0,0,0,0,0,0,0,Normal
753,5,248,251,248,251,248,0,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
398,8,1,71,96,255,107,0,0,0,1,Malfunction
479,4,128,2,0,0,0,0,0,0,0,Normal
422,4,64,0,0,0,0,0,0,0,0,Normal
170,8,43,216,44,80,68,83,174,0,0,Normal
241,6,28,1,0,64,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
455,7,0,0,0,0,0,0,63,0,0,Normal
500,6,0,0,0,0,0,0,0,0,0,Normal
190,6,12,0,0,3,233,253,0,0,0,Normal
426,7,0,104,102,136,106,160,0,0,0,Normal
761,7,42,1,0,8,0,0,0,0,0,Normal
304,8,83,19,104,230,25,47,15,189,1,Fuzzy
209,7,192,0,255,253,0,253,0,0,0,Normal
1322,6,36,36,59,61,64,61,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
842,5,0,0,0,0,27,0,0,0,0,Normal
389,2,27,250,0,0,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
1701,8,15,82,107,2,141,136,157,86,1,Fuzzy
914,8,84,158,132,41,66,234,225,223,1,Fuzzy
562,8,0,0,0,8,0,0,0,0,0,Normal
500,6,0,0,0,0,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
0,8,0,0,0,0,0,0,0,0,1,Flooding
170,8,43,226,44,88,64,83,168,0,0,Normal
508,8,254,68,0,15,0,0,1,144,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
1737,8,117,7,241,38,211,132,80,223,1,Fuzzy
0,8,0,0,0,0,0,0,0,0,1,Flooding
398,8,1,71,96,255,107,0,0,0,1,Malfunction
1221,5,0,0,0,0,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
241,6,0,1,0,64,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
199,4,0,7,2,32,0,0,0,0,0,Normal
501,8,15,15,0,1,0,0,8,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
407,4,0,0,0,0,0,0,0,0,0,Normal
485,8,92,0,48,48,0,0,0,248,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
241,6,40,1,0,64,0,0,0,0,0,Normal
979,8,75,121,161,21,57,154,249,167,1,Fuzzy
500,6,0,0,0,0,0,0,0,0,0,Normal
500,6,0,0,0,0,0,0,0,0,0,Normal
407,4,0,0,0,0,0,0,0,0,0,Normal
0,8,0,0,0,0,0,0,0,0,1,Flooding
407,4,0,0,0,0,0,0,0,0,0,Normal
398,8,0,0,0,105,150,153,6,153,0,Normal
985,2,2,17,0,0,0,0,0,0,0,Normal
451,8,6,153,6,154,255,0,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
398,8,0,0,0,105,182,155,6,155,0,Normal
508,8,254,73,0,73,0,0,1,207,0,Normal
765,8,55,27,162,1,143,47,235,143,1,Fuzzy
419,1,128,0,0,0,0,0,0,0,0,Normal
398,8,1,71,96,255,107,0,0,0,1,Malfunction
499,3,64,124,0,0,0,0,0,0,0,Normal
500,6,0,0,0,0,0,0,0,0,0,Normal
401,8,6,154,6,170,6,154,0,0,0,Normal
197,8,32,22,212,96,35,172,12,21,0,Normal
201,8,132,13,71,7,0,0,24,0,0,Normal
755,8,255,231,12,149,144,60,47,238,1,Fuzzy
190,6,12,0,0,3,233,253,0,0,0,Normal
